where	who	kind	form	gloss
(792)	Nuxalk	cited form	ʔiq‟im	'braid sb's hair'
(793)	Nuxalk	practical orthography	IS7IISK(S)LHI	'to whisper', as the practical orthography writes it
(793)	Nuxalk	cited form	ʔis:ʔiisk(s)ɬi	'to whisper'
(794)	Nuxalk	cited form	ʔisq‟s	'singe hairs off pelt'
(795)	Nuxalk	cited form	ʔickʷ	'remote, out of the way'
(796)	Nuxalk	cited form	ʔic‟k-alimck	'distribute presents'
(797)	Nuxalk	cited form	ʔic‟t	'squirt on or into'
(798)	Nuxalk	cited form	ʔituuχt	'go fishing for one day'
(799)	Nuxalk	cited form	ʔiχʷ	'far, remote'
(800)	Nuxalk	practical orthography	I7YUM	'animal howls', as the practical orthography writes it
(800)	Nuxalk	cited form	ʔiʔyum	'animal howls'
(801)	Nuxalk	cited form	ka:kaac-i	'cute, charming'
(802)	Nuxalk	practical orthography	√KANCW	'wait for, worry about', as the practical orthography writes it
(802)	Nuxalk	cited form	ka(n)-nix	'wait for, worry about'
(802)	Nuxalk	root	√ka(n)-nxʷ	'wait for, worry about', the root
(803)	Nuxalk	cited form	kasmiw	'golden eagle'
(804)	Nuxalk	cited form	kascaw	'expect more, bargain'
(805)	Nuxalk	cited form	kaw	'support, carry, deliver'
(806)	Nuxalk	cited form	kayxii	'to be very or too ...'
(807)	Nuxalk	cited form	yaɬkayx	'overly, too much'
(808)	Nuxalk	cited form	ki:kyu	'chew'
(809)	Nuxalk	cited form	kilm	'curl up, shrink'
(810)	Nuxalk	cited form	kin:kin	'water parsnip'
(811)	Nuxalk	practical orthography	KLH7AN	'menstruate', as the practical orthography writes it
(811)	Nuxalk	cited form	kɬʔan	'menstruate'
(812)	Nuxalk	cited form	kɬx	'be awake'
(813)	Nuxalk	cited form	kɬm	'to cross'
(813)	Nuxalk	cited form	nukɬm	'to cross', the variant
(814)	Nuxalk	cited form	nu-s-(ʔ)aɬ-kɬm	'seven'
(815)	Nuxalk	cited form	kl:kl	'herring'
(816)	Nuxalk	cited form	kl:kl-ii	'be slow, take one's time'
(817)	Nuxalk	cited form	kma	'be in pain'
(818)	Nuxalk	cited form	kmap‟s	'put heated rocks in water'
(819)	Nuxalk	cited form	knix	'eat'
(820)	Nuxalk	cited form	kntaw	'dear, hypocoristic'
(821)	Nuxalk	cited form	knum	'smoked fish fillet'
(822)	Nuxalk	cited form	kp	'each, every, all'
(823)	Nuxalk	cited form	ks	'rich, nutritious'
(824)	Nuxalk	practical orthography	√KULH	'base, that which is ...', as the practical orthography writes it
(824)	Nuxalk	root	√kʷuɬ	'base, that which is ...'
(825)	Nuxalk	cited form	kʷatasyan	'Dolly Varden trout'
(826)	Nuxalk	cited form	kʷayχ	'powdery, dusty'
(827)	Nuxalk	cited form	s-kʷa:kʷiχ-ɬala	'bluebird'
(828)	Nuxalk	cited form	kʷxʷ	'match, fit'
(829)	Nuxalk	cited form	kʷxʷm	'place near fire, warm'
(830)	Nuxalk	cited form	kʷi:kʷt-ik	'having rough surface'
(831)	Nuxalk	practical orthography	√KWITL‟	'stir, disturb', as the practical orthography writes it
(831)	Nuxalk	root	√kʷiƛ‟	'stir, disturb'
(832)	Nuxalk	cited form	kʷit‟	'crowd, squeeze in, separate'
(833)	Nuxalk	cited form	kʷl-amk	'distribute, hand out'
(834)	Nuxalk	practical orthography	√KWMA	'wish the best, say farewell', as the practical orthography writes it
(834)	Nuxalk	root	√kʷma	'wish the best, say farewell'
(835)	Nuxalk	cited form	kʷmay	'worm'
(836)	Nuxalk	cited form	kʷpaɬ	'liver'
(837)	Nuxalk	cited form	kʷs	'rough'
(838)	Nuxalk	cited form	kʷs-a:sɬ-m	'go somewhere in vain'
(839)	Nuxalk	cited form	kʷst	'exterior aspect of body'
(840)	Nuxalk	cited form	kʷƛ‟	'place, plant, arrange'
(841)	Nuxalk	cited form	kʷcus	'young mountain goat'
(842)	Nuxalk	cited form	kʷt-us	'lower sb's face to the water'
(843)	Nuxalk	cited form	kʷwaaχa	'fool, mislead sb'
(844)	Nuxalk	practical orthography	√KW‟ALH	'good, complete, grown', as the practical orthography writes it
(844)	Nuxalk	root	√k‟ʷaɬ	'good, complete, grown'
(845)	Nuxalk	cited form	k‟ʷaca	'shake'
(846)	Nuxalk	cited form	k‟ʷpt	'become saturated'
(847)	Nuxalk	cited form	k‟ʷs	'steady date, fiancé'
(848)	Nuxalk	cited form	k‟ʷwa	'bake food around fire'
(849)	Nuxalk	cited form	(s-)k‟ʷw-ams	'dimple in cheek'
(850)	Nuxalk	practical orthography	√K‟ALH	'to whirl', as the practical orthography writes it
(850)	Nuxalk	root	√k‟aɬ	'to whirl'
(851)	Nuxalk	cited form	k‟amk‟	'type of kelp'
(852)	Nuxalk	root	√k‟apat	'sharp', printed with no practical orthography lemma
(853)	Nuxalk	cited form	k‟x	'see, look at'
(854)	Nuxalk	cited form	k‟ixʷ	'gnaw at'
(855)	Nuxalk	cited form	k‟im	'look for needed item'
(856)	Nuxalk	cited form	s-k‟l	'cold'
(857)	Nuxalk	root	√k‟l	'stuck, frozen'
(858)	Nuxalk	cited form	k‟lat	'steelhead trout'
(859)	Nuxalk	cited form	k‟ɬt(n)	'brace, support'
(860)	Nuxalk	cited form	k‟mat-k	'stay overnight'
(861)	Nuxalk	cited form	k‟m-us-m	'complete an annual cycle'
(862)	Nuxalk	cited form	k‟mɬ	'abdominal fin'
(863)	Nuxalk	cited form	k‟nc	'sperm whale'
(864)	Nuxalk	cited form	k‟c	'chop, cut with axe'
(865)	Nuxalk	cited form	k‟caacay	'licorice fern'
(866)	Nuxalk	practical orthography	√K‟UP	'press down, lower, crouch', as the practical orthography writes it
(866)	Nuxalk	root	√k‟ʷup	'press down, lower, crouch'
(867)	Nuxalk	root	√ʔuk‟ʷp	'lower oneself, crouch'
(868)	Nuxalk	cited form	k‟ʷpw-aɬ-t	'wing, flight feather'
(869)	Nuxalk	cited form	s-uk‟ʷp-t-us	'mountain lion'
(870)	Nuxalk	cited form	k‟ʷus	'calm, no wind'
(871)	Nuxalk	cited form	k‟yuk	'identify, recognize, know sb'
(872)	Nuxalk	cited form	la:laq‟a	'to fry'
(873)	Nuxalk	cited form	ɬax:ɬakʷay	'big sea lion'
(874)	Nuxalk	cited form	ɬalas	'boat, canoe'
(875)	Nuxalk	cited form	ɬalya	'copper'
(876)	Nuxalk	cited form	ɬaw-pla	'stack, pile up'
(877)	Nuxalk	cited form	ɬaw-ps	'greedy, stingy'
(878)	Nuxalk	cited form	ɬay	'increased distance, deictic'
(879)	Nuxalk	practical orthography	√LHIIXW	'treasure', as the practical orthography writes it
(879)	Nuxalk	root	√ɬiiχʷ	'treasure'
(880)	Nuxalk	practical orthography	√LHKW	'fill, close a hole', as the practical orthography writes it
(880)	Nuxalk	root	√ɬkʷ	'fill, close a hole'
(881)	Nuxalk	practical orthography	√LHKW‟	'care, love', as the practical orthography writes it
(881)	Nuxalk	root	√ɬk‟ʷ	'care, love'
(882)	Nuxalk	cited form	ɬk‟ʷa	'take a shortcut'
(883)	Nuxalk	practical orthography	√LHKW‟M	'pound, bump', as the practical orthography writes it
(883)	Nuxalk	root	√ɬk‟ʷm	'pound, bump'
(884)	Nuxalk	cited form	ɬk‟m	'speak'
(885)	Nuxalk	practical orthography	√LHL	'remove: clean, leave, quit, stop', as the practical orthography writes it
(885)	Nuxalk	root	√ɬl	'remove: clean, leave, quit, stop'
(886)	Nuxalk	cited form	ɬm	'stand up'
(887)	Nuxalk	cited form	ɬm:k‟m-ɬp	'lodgepole pine'
(888)	Nuxalk	cited form	ɬp	'fill up'
(889)	Nuxalk	cited form	ɬp‟	'spongy, springy'
(890)	Nuxalk	cited form	ɬq‟ʷ	'fade'
(891)	Nuxalk	cited form	ɬq‟ʷ	'uproot, dig up'
(892)	Nuxalk	practical orthography	√LHQW'	'sob', as the practical orthography writes it
(892)	Nuxalk	practical orthography	√LHIQW'	'sob', the variant in practical orthography
(892)	Nuxalk	root	√ɬq‟ʷ	'sob'
(892)	Nuxalk	root	√ɬiq‟ʷ	'sob', the variant root
(893)	Nuxalk	practical orthography	√LHQ‟M	'strap, secure, fetter', as the practical orthography writes it
(893)	Nuxalk	root	√ɬq‟-m	'strap, secure, fetter'
(894)	Nuxalk	cited form	ɬtn	'exert pressure, touch, bump'
(895)	Nuxalk	cited form	ɬc‟	'hold or press down'
(896)	Nuxalk	cited form	ɬuk	'pick up'
(896)	Nuxalk	cited form	ɬu:ɬkʷ	'pick up', the variant
(897)	Nuxalk	practical orthography	√LHUKU	'penetrate a hole', as the practical orthography writes it
(897)	Nuxalk	root	√ɬukʷu	'penetrate a hole'
(898)	Nuxalk	practical orthography	√LHUK‟	'disinclined', as the practical orthography writes it
(898)	Nuxalk	practical orthography	√LHUUK	'disinclined', the variant in practical orthography
(898)	Nuxalk	root	√ɬuk‟	'disinclined'
(898)	Nuxalk	root	√ɬuuk	'disinclined', the variant root
(899)	Nuxalk	cited form	ɬuk‟is	'toolbox'
(900)	Nuxalk	cited form	ɬula	'ring finger'
(901)	Nuxalk	practical orthography	√LHULH	'informed, having news', as the practical orthography writes it
(901)	Nuxalk	root	√ɬuɬ	'informed, having news'
(902)	Nuxalk	practical orthography	√LHUP‟	'smell, air, breath', as the practical orthography writes it
(902)	Nuxalk	root	√ɬup‟	'smell, air, breath'
(903)	Nuxalk	practical orthography	√LHUQ‟	'peeled, skinned', as the practical orthography writes it
(903)	Nuxalk	root	√ɬuq‟	'peeled, skinned'
(904)	Nuxalk	cited form	ɬut‟	'smell'
(905)	Nuxalk	cited form	ɬuuχt	'having clam poisoning'
(906)	Nuxalk	practical orthography	√LHX	'opposed, negative, sinister', as the practical orthography writes it
(906)	Nuxalk	root	√ɬχ	'opposed, negative, sinister'
(907)	Nuxalk	practical orthography	√LHXW	'energetic, enthused', as the practical orthography writes it
(907)	Nuxalk	root	√ɬχʷ	'energetic, enthused'
(908)	Nuxalk	cited form	lix:lix	'ripe, cooked'
(909)	Nuxalk	practical orthography	√LICWM	'make noise', as the practical orthography writes it
(909)	Nuxalk	root	√lixʷ-m	'make noise'
(910)	Nuxalk	cited form	lik‟ʷ	'roll, turn over'
(911)	Nuxalk	cited form	lim	'fall, drop'
(912)	Nuxalk	cited form	lis	'push'
(913)	Nuxalk	practical orthography	√LITCW	'roll, spin', as the practical orthography writes it
(913)	Nuxalk	root	√litxʷ	'roll, spin'
(914)	Nuxalk	cited form	lituχ	'striped'
(915)	Nuxalk	cited form	liχʷ	'chase sb away'
(915)	Nuxalk	cited form	liiχʷ	'chase sb away', the variant
(916)	Nuxalk	cited form	ʔl:k‟ʷlu-ɬp	'sweet gale'
(917)	Nuxalk	cited form	ʔlq‟	'think of sb'
(918)	Nuxalk	cited form	lul-us-ta	'mask'
(919)	Nuxalk	practical orthography	√LX	'stretch, pull down, jerk', as the practical orthography writes it
(919)	Nuxalk	root	√ʔlχ	'stretch, pull down, jerk'
(920)	Nuxalk	practical orthography	√7M	'erect', as the practical orthography writes it
(920)	Nuxalk	root	√ʔm	'erect'
(921)	Nuxalk	practical orthography	MAASK+7IKS	'how much, how many?', as the practical orthography writes it
(921)	Nuxalk	cited form	maaskᴗʔiks	'how much, how many?'
(922)	Nuxalk	cited form	maaχc	'clay'
(923)	Nuxalk	cited form	maxsays	'husband's brother's wife'
(924)	Nuxalk	cited form	ma:mis	'black fly'
(925)	Nuxalk	cited form	mac	'put on string, thread'
(926)	Nuxalk	cited form	mack‟ʷ	'frog, toad'
(927)	Nuxalk	practical orthography	√MAW	'one', as the practical orthography writes it
(927)	Nuxalk	root	√maw	'one'
(928)	Nuxalk	root	√ma	'one'
(929)	Nuxalk	practical orthography	√MI	'wide', as the practical orthography writes it
(929)	Nuxalk	root	√mi	'wide'
(930)	Nuxalk	cited form	mix:mika-ɬp	'Sitka spruce'
(931)	Nuxalk	cited form	mila	'cane, walking stick'
(932)	Nuxalk	cited form	min-nimut	'go into labor'
(933)	Nuxalk	cited form	mnɬ	'pay sb'
(934)	Nuxalk	cited form	nu-mɬ-ak	'pay sb for doing a job'
(935)	Nuxalk	cited form	mn:mnca	'swamp gooseberry'
(936)	Nuxalk	cited form	mn-ta	'way of going, route, vehicle'
(937)	Nuxalk	cited form	mnc‟	'yellow, hazel, blond'
(938)	Nuxalk	cited form	muxʷ:mukʷt	'blue grouse'
(939)	Nuxalk	cited form	mukʷ	'red'
(940)	Nuxalk	cited form	muq‟ʷɬa	'louse'
(941)	Nuxalk	practical orthography	√MUTSM	'mistaken, confused', as the practical orthography writes it
(941)	Nuxalk	root	√mucm	'mistaken, confused'
(942)	Nuxalk	cited form	muuχʷa	'stutter'
(943)	Nuxalk	cited form	muχʷɬt	'utter a dance cry'
(944)	Nuxalk	cited form	ʔn	'and'
(944)	Nuxalk	cited form	ʔin	'and', the variant
(945)	Nuxalk	cited form	na	'there you are!'
(946)	Nuxalk	practical orthography	7NA	'determinative', as the practical orthography writes it
(946)	Nuxalk	cited form	ʔna	'determinative'
(947)	Nuxalk	practical orthography	√(7)NA	'forgotten', as the practical orthography writes it
(947)	Nuxalk	root	√(ʔ)na	'forgotten'
(948)	Nuxalk	practical orthography	√NAC	'ready', as the practical orthography writes it
(948)	Nuxalk	root	√nax	'ready'
(949)	Nuxalk	root	√(ʔ)nayx	'accompany, comply'
(950)	Nuxalk	cited form	nan-aaχ	'stick sth into the ground'
(951)	Nuxalk	cited form	nanitkʷ	'digging stick, or center of boil'
(952)	Nuxalk	practical orthography	√(7)NAP	'have: take, give', as the practical orthography writes it
(952)	Nuxalk	cited form	nap	'have: take, give'
(952)	Nuxalk	root	√(ʔ)nap	'have: take, give', the root
(953)	Nuxalk	cited form	naq‟t	'sexually impotent'
(954)	Nuxalk	cited form	niq‟χ	'otter'
(955)	Nuxalk	practical orthography	√NITS	'safe, alive', as the practical orthography writes it
(955)	Nuxalk	root	√nic	'safe, alive'
(956)	Nuxalk	practical orthography	√NM	'occupy, fill up', as the practical orthography writes it
(956)	Nuxalk	root	√nm	'occupy, fill up'
(957)	Nuxalk	cited form	nu:m-uc	'close the door'
(958)	Nuxalk	practical orthography	√NMNM	'both, double', as the practical orthography writes it
(958)	Nuxalk	root	√nm:nm	'both, double'
(959)	Nuxalk	cited form	nm:nmk‟	'animal'
(960)	Nuxalk	cited form	nmp	'put into a container'
(961)	Nuxalk	cited form	ʔnƛ‟	'darkness, night'
(962)	Nuxalk	practical orthography	NU7AWS	'stingy with food', as the practical orthography writes it
(962)	Nuxalk	cited form	nuʔaws	'stingy with food'
(963)	Nuxalk	cited form	nuka:kals	'flounder'
(964)	Nuxalk	cited form	nukʷum	'like, love, desire'
(965)	Nuxalk	cited form	nuk‟s	'extinguish a fire'
(966)	Nuxalk	cited form	numus	'be consistent, balanced'
(967)	Nuxalk	cited form	nu-paɬ-txʷ-ik	'offer advice to sb'
(968)	Nuxalk	cited form	nupq‟t	'to fart'
(969)	Nuxalk	cited form	nuqaa:χp	'slough in tidal flats'
(970)	Nuxalk	practical orthography	√NUQATQ	'cup with one's hand', as the practical orthography writes it
(970)	Nuxalk	root	√nuqatq	'cup with one's hand'
(971)	Nuxalk	cited form	nuskʷum	'start smiling'
(972)	Nuxalk	cited form	nutk‟am	'fall over'
(973)	Nuxalk	practical orthography	NU7UMTAAX	'holler', as the practical orthography writes it
(973)	Nuxalk	cited form	nuʔumtaaχ	'holler'
(974)	Nuxalk	practical orthography	NU7UPTS	'bad smell, stench', as the practical orthography writes it
(974)	Nuxalk	cited form	nuʔupc	'bad smell, stench'
(975)	Nuxalk	cited form	nuχ	'a fish caught in net'
(976)	Nuxalk	cited form	ʔnχt	'blow one's nose'
(977)	Nuxalk	practical orthography	√PA(A)Q	'name sb', as the practical orthography writes it
(977)	Nuxalk	cited form	paaχ	'name sb'
(977)	Nuxalk	root	√pa(a)q	'name sb', the root
(978)	Nuxalk	cited form	paaχɬ	'stern of boat'
(979)	Nuxalk	cited form	paktuɬk	'mesh board used to make nets'
(980)	Nuxalk	practical orthography	√PAKW	'caught up with', as the practical orthography writes it
(980)	Nuxalk	root	√pakʷ	'caught up with'
(981)	Nuxalk	cited form	panya	'smoke fish'
(982)	Nuxalk	cited form	pa:pnɬ	'to bark'
(983)	Nuxalk	practical orthography	√PATS	'young, first, early', as the practical orthography writes it
(983)	Nuxalk	root	√pac	'young, first, early'
(984)	Nuxalk	cited form	pay	'lacking flavor or feeling'
(985)	Nuxalk	cited form	pa:pi-nk	'snake'
(986)	Nuxalk	cited form	piƛ‟	'dirty'
(987)	Nuxalk	practical orthography	√PITS‟	'light, milky, pale', as the practical orthography writes it
(987)	Nuxalk	root	√pic‟	'light, milky, pale'
(988)	Nuxalk	practical orthography	√PL	'miss, not have', as the practical orthography writes it
(988)	Nuxalk	root	√pl	'miss, not have'
(989)	Nuxalk	cited form	psayxt	'fir tree pitch'
(989)	Nuxalk	cited form	s-psayxt	'fir tree pitch', the variant
(990)	Nuxalk	cited form	psx-m	'pit-lamp'
(991)	Nuxalk	cited form	pskʷn	'have a chief's meeting'
(992)	Nuxalk	cited form	nu-spkʷn-uuc-ta	'porch, veranda'
(993)	Nuxalk	cited form	puq‟ʷ	'ample, loose'
(994)	Nuxalk	cited form	pucq‟	'Indian hellebore'
(995)	Nuxalk	cited form	puc‟tn	'bow for shooting'
(996)	Nuxalk	practical orthography	√PUX	'hairy, furry', as the practical orthography writes it
(996)	Nuxalk	root	√puχ	'hairy, furry'
(997)	Nuxalk	cited form	puuχ	'mouldy'
(998)	Nuxalk	cited form	p‟as	'pay for sth'
(999)	Nuxalk	cited form	p‟a(a)c	'deep'
(1000)	Nuxalk	cited form	p‟c	'hold under water'
(1001)	Nuxalk	cited form	p‟x	'crabapple'
(1002)	Nuxalk	cited form	p‟iiχla	'drift downstream'
(1003)	Nuxalk	cited form	p‟ɬt	'warm'
(1004)	Nuxalk	cited form	p‟uɬkʷ-m	'bubble up'
(1005)	Nuxalk	cited form	p‟uɬ-m	'go and meet newcomers'
(1006)	Nuxalk	cited form	qa	'wish sb dead'
(1007)	Nuxalk	cited form	qaaχ	'salmonberry'
(1008)	Nuxalk	cited form	qaa:χapwala	'joist'
(1009)	Nuxalk	cited form	qaa:χacxili	'swallow'
(1010)	Nuxalk	cited form	qaɬqa	'raspberries'
(1011)	Nuxalk	cited form	qalχaluɬ-m	'to welcome'
(1012)	Nuxalk	cited form	qamac	'dead fern fronds'
(1013)	Nuxalk	cited form	qamic‟a	'have communal meal'
(1014)	Nuxalk	cited form	qapsm-uuɬ-m	'hug oneself'
(1015)	Nuxalk	cited form	qa:qta-ɬp	'ninebark'
(1016)	Nuxalk	cited form	qacqiɬ	'ant'
(1017)	Nuxalk	cited form	qaw	'enclose, surround'
(1018)	Nuxalk	cited form	qay	'stick used in gambling game'
(1019)	Nuxalk	practical orthography	√QIIXN	'glad, happy', as the practical orthography writes it
(1019)	Nuxalk	cited form	qiiχa	'glad, happy'
(1019)	Nuxalk	root	√qiiχn	'glad, happy', the root
(1020)	Nuxalk	cited form	qikʷu	'dragonfly'
(1020)	Nuxalk	cited form	χikʷu	'dragonfly', the variant
(1021)	Nuxalk	cited form	qi:qipi(i)	'small, plural; little children'
(1022)	Nuxalk	cited form	qism	'avoid contact'
(1023)	Nuxalk	practical orthography	√QITS‟	'out of reach, secluded', as the practical orthography writes it
(1023)	Nuxalk	root	√qic‟	'out of reach, secluded'
(1024)	Nuxalk	practical orthography	√QLAM	'thoughtful, considerate', as the practical orthography writes it
(1024)	Nuxalk	root	√qlam	'thoughtful, considerate'
(1025)	Nuxalk	cited form	qɬ	'touch sb where it hurts'
(1026)	Nuxalk	cited form	qɬm	'black cod'
(1027)	Nuxalk	cited form	qɬpulχ	'water hemlock'
(1028)	Nuxalk	cited form	qnk	'deep'
(1029)	Nuxalk	cited form	ʔuu-χnk	'downwards'
(1030)	Nuxalk	root	√χnk	'down'
(1031)	Nuxalk	cited form	qp‟a	'egg'
(1032)	Nuxalk	cited form	qƛ‟	'trip, stumble'
(1033)	Nuxalk	cited form	qc	'pass condition on to sb'
(1034)	Nuxalk	cited form	qʷup‟	'punch, hit with one's fist'
(1035)	Nuxalk	cited form	qʷuc‟uɬkʷ	'western yew'
(1036)	Nuxalk	cited form	qʷuuχʷwa	'salmon milt'
(1037)	Nuxalk	cited form	qʷuχ	'to cover'
(1038)	Nuxalk	cited form	qʷaaχʷn	'youngest sibling'
(1039)	Nuxalk	practical orthography	√QWI	'to open', as the practical orthography writes it
(1039)	Nuxalk	root	√qʷi	'to open'
(1040)	Nuxalk	root	√qʷi	'untrue, dubious'
(1041)	Nuxalk	cited form	qʷls	'look through one eye, aim at'
(1042)	Nuxalk	practical orthography	√QWSK	'wind string on spool', as the practical orthography writes it
(1042)	Nuxalk	root	√qʷsk	'wind string on spool'
(1043)	Nuxalk	cited form	qʷs-m	'to sweat'
(1044)	Nuxalk	cited form	qʷt	'crooked'
(1045)	Nuxalk	cited form	qʷwas	'cooked sockeye salmon'
(1046)	Nuxalk	cited form	q‟ʷala	'empty, gone'
(1047)	Nuxalk	cited form	q‟ʷal-m	'older sibling'
(1048)	Nuxalk	cited form	q‟ʷa(l)-lχs	'parsnip'
(1049)	Nuxalk	cited form	q‟ʷaykila	'small red cod'
(1050)	Nuxalk	practical orthography	√QW‟I	'split, divide, separate', as the practical orthography writes it
(1050)	Nuxalk	root	√q‟ʷi	'split, divide, separate'
(1051)	Nuxalk	cited form	q‟ʷilays	'young seal'
(1052)	Nuxalk	cited form	q‟ʷlas	'strange, different'
(1053)	Nuxalk	cited form	q‟ʷlaχʷ	'thimbleberry leaves'
(1054)	Nuxalk	cited form	q‟ʷɬ	'to laugh'
(1055)	Nuxalk	practical orthography	√QW‟WA	'impel, urge on', as the practical orthography writes it
(1055)	Nuxalk	root	√q‟ʷwa	'impel, urge on'
(1056)	Nuxalk	cited form	q‟ʷχʷ	'move'
(1057)	Nuxalk	practical orthography	√QW‟XW	'slow down, delay', as the practical orthography writes it
(1057)	Nuxalk	root	√q‟ʷχʷ	'slow down, delay'
(1058)	Nuxalk	cited form	q‟akʷc	'blue lupine'
(1059)	Nuxalk	cited form	q‟a:q‟ac-uuɬ	'wild strawberry'
(1060)	Nuxalk	cited form	q‟atixc	'steam-cook food'
(1061)	Nuxalk	cited form	q‟ay	'black hawthorn berry'
(1062)	Nuxalk	cited form	q‟ay	'cedar bark basket'
(1063)	Nuxalk	cited form	q‟iɬ	'scratch'
(1064)	Nuxalk	cited form	q‟is	'singe, burn surface of'
(1065)	Nuxalk	cited form	q‟ic-m	'stink'
(1066)	Nuxalk	cited form	q‟ɬkʷ	'fix up'
(1067)	Nuxalk	practical orthography	√Q‟LU	'stick one's finger into', as the practical orthography writes it
(1067)	Nuxalk	root	√q‟lu	'stick one's finger into'
(1068)	Nuxalk	cited form	q‟luk	'barbecued salmon'
(1069)	Nuxalk	cited form	q‟m	'step on'
(1070)	Nuxalk	practical orthography	√Q‟P	'dull', as the practical orthography writes it
(1070)	Nuxalk	root	√q‟p	'dull'
(1071)	Nuxalk	cited form	q‟c-m	'creak, make sharp sound'
(1072)	Nuxalk	cited form	q‟ʷuχ	'filled to capacity'
(1073)	Nuxalk	cited form	q‟ʷuχ	'invite sb, call'
(1074)	Nuxalk	cited form	q‟χ	'carve'
(1075)	Nuxalk	cited form	q‟χn:χna	'berries of false Solomon's seal'
(1076)	Nuxalk	cited form	q‟χtis	'fish weir made of rocks'
(1077)	Nuxalk	practical orthography	√SAK‟	'spread', as the practical orthography writes it
(1077)	Nuxalk	root	√sak‟	'spread'
(1078)	Nuxalk	practical orthography	√SAK‟A	'do immediately', as the practical orthography writes it
(1078)	Nuxalk	root	√sak‟a	'do immediately'
(1079)	Nuxalk	cited form	sak‟am	'injured'
(1080)	Nuxalk	cited form	sak‟ima	'twine, string'
(1081)	Nuxalk	cited form	saq‟ʷ	'holding much, insatiable'
(1082)	Nuxalk	cited form	sast	'move house'
(1083)	Nuxalk	cited form	sacqʷla	'log used as raft'
(1084)	Nuxalk	cited form	sawa	'pillow, cushion'
(1084)	Nuxalk	cited form	saw:sawa	'pillow, cushion', the variant
(1085)	Nuxalk	practical orthography	S7AYK‟S	'grave', as the practical orthography writes it
(1085)	Nuxalk	cited form	sʔayk‟s	'grave'
(1086)	Nuxalk	practical orthography	S7AYK‟SA7NA	'caterpillar', as the practical orthography writes it
(1086)	Nuxalk	cited form	sʔayk‟saʔna	'caterpillar'
(1087)	Nuxalk	practical orthography	S7AYM	'to always do', as the practical orthography writes it
(1087)	Nuxalk	cited form	sʔaym	'to always do'
(1088)	Nuxalk	practical orthography	S7AYT	'year', as the practical orthography writes it
(1088)	Nuxalk	cited form	sʔayt	'year'
(1089)	Nuxalk	practical orthography	S7AYULH	'thunder, Thunderbird', as the practical orthography writes it
(1089)	Nuxalk	cited form	sʔayuɬ	'thunder, Thunderbird'
(1090)	Nuxalk	cited form	sx	'bad'
(1091)	Nuxalk	cited form	s-xim-nk	'cooked fish tails'
(1092)	Nuxalk	cited form	sx-ɬɬ	'afterbirth'
(1093)	Nuxalk	cited form	sxʷ	'burn'
(1094)	Nuxalk	practical orthography	√SCWTL‟	'inadequate', as the practical orthography writes it
(1094)	Nuxalk	root	√sxʷƛ‟	'inadequate'
(1095)	Nuxalk	cited form	sii:sxmi	'type of moss, mnium affine'
(1096)	Nuxalk	practical orthography	√SIKW‟IK	'line things up', as the practical orthography writes it
(1096)	Nuxalk	root	√sik‟ʷik	'line things up'
(1097)	Nuxalk	cited form	sik‟m	'there is a noise'
(1098)	Nuxalk	cited form	sik‟s	'trap, snare'
(1099)	Nuxalk	cited form	silin	'kidney'
(1100)	Nuxalk	cited form	sim	'limbs of red cedar'
(1101)	Nuxalk	cited form	siq‟-aaχ	'fish near death, after spawning'
(1102)	Nuxalk	cited form	sisawk	'high class dance'
(1102)	Nuxalk	cited form	susawk	'high class dance', the variant
(1103)	Nuxalk	cited form	sisksum	'aunt'
(1104)	Nuxalk	cited form	sitaaχsu	'catfish'
(1105)	Nuxalk	cited form	skalkʷ	'porcupine'
(1106)	Nuxalk	practical orthography	√SKI	'knead, massage', as the practical orthography writes it
(1106)	Nuxalk	root	√ski	'knead, massage'
(1107)	Nuxalk	cited form	skip‟	'carrots'
(1108)	Nuxalk	cited form	skli	'supernatural being that controls death'
(1109)	Nuxalk	cited form	skma	'moose'
(1110)	Nuxalk	cited form	sksi	'in-laws'
(1111)	Nuxalk	cited form	skcuɬk	'heart'
(1112)	Nuxalk	cited form	skʷulukt	'canoe pole'
(1113)	Nuxalk	cited form	s-kʷc-als	'cheek'
(1114)	Nuxalk	cited form	sk‟ʷanik‟s	'black twinberry'
(1115)	Nuxalk	cited form	sk‟ʷyan	'knee'
(1116)	Nuxalk	cited form	sk‟	'scrape, rake, comb'
(1117)	Nuxalk	cited form	sk‟aɬ-uc-layx	'eyelashes'
(1118)	Nuxalk	cited form	s-k‟am-ck	'mythical sea monster'
(1119)	Nuxalk	cited form	sk‟apc-an-iɬ	'posterior abdominal fin'
(1120)	Nuxalk	cited form	sk‟x	'black'
(1121)	Nuxalk	practical orthography	√SK‟IK	'spread', as the practical orthography writes it
(1121)	Nuxalk	root	√sk‟-ik	'spread'
(1122)	Nuxalk	cited form	sk‟llatap	'unidentified small seafish'
(1123)	Nuxalk	cited form	sk‟st	'charcoal'
(1124)	Nuxalk	cited form	sk‟st-lic‟	'skin'
(1125)	Nuxalk	cited form	slalimck-ak	'cone of fir or pine tree'
(1126)	Nuxalk	cited form	slaws	'grass'
(1127)	Nuxalk	cited form	sláχ	'much, many'
(1128)	Nuxalk	cited form	slayɬχʷ-uc	'misbehave, be obstinate'
(1129)	Nuxalk	cited form	s-ɬq‟-an	'collar'
